연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자,weight
"460",경기도 성남시,수정구,수진2동,수정수진2-A-5,수진2동 4757-3번지,,"2010","4","37.433867 ","127.124499 ",2025-11-12,0.70
"461",경기도 성남시,수정구,수진2동,수정수진2-A-6,수진2동 4786번지,모란로 11 (수진동),"2010","4","37.435132 ","127.126843 ",2025-11-12,0.70
"462",경기도 성남시,수정구,수진2동,수정수진2-A-7,수진2동 3151번지,수정남로 18 (수진동),"2010","4","37.439434 ","127.129811 ",2025-11-12,0.70
"463",경기도 성남시,수정구,수진2동,수정수진2-A-8,수진2동 4247번지,성남대로1180번길 19 (수진동),"2010","4","37.435522 ","127.130778 ",2025-11-12,0.70
"464",경기도 성남시,수정구,수진2동,수정수진2-A-9,수진2동 3928번지,수정로74번길 32-1 (수진동),"2012","5","37.437200 ","127.129310 ",2025-11-12,0.70
"465",경기도 성남시,수정구,수진2동,수정수진2-A-10,수진2동 4671-2번지,,"2012","4","37.437908 ","127.126046 ",2025-11-12,0.70
"466",경기도 성남시,수정구,수진2동,수정수진2-A-11,수진2동 3997번지,성남대로 1204 (수진동),"2013","4","37.437095 ","127.128337 ",2025-11-12,0.70
"467",경기도 성남시,수정구,수진2동,수정수진2-A-12,수진2동 4042번지,성남대로1194번길 6-16 (수진동),"2013","5","37.435846 ","127.129342 ",2025-11-12,0.70
"468",경기도 성남시,수정구,수진2동,수정수진2-A-13,수진2동 4678-6번지,,"2013","3","37.439547 ","127.122839 ",2025-11-12,0.70
"469",경기도 성남시,수정구,수진2동,수정수진2-A-14,수진2동 3483번지,수정남로30번길 15 (수진동),"2013","5","37.438631 ","127.131785 ",2025-11-12,0.70
"470",경기도 성남시,수정구,수진2동,수정수진2-A-15,수진2동 4104번지,성남대로1180번길 9 (수진동),"2013","5","37.435203 ","127.129674 ",2025-11-12,0.70
"471",경기도 성남시,수정구,수진2동,수정수진2-A-16,수진2동 3467번지,수정남로30번길 29 (수진동),"2014","5","37.437412 ","127.132371 ",2025-11-12,0.70
"472",경기도 성남시,수정구,수진2동,수정수진2-A-17,수진2동 4780-2번지,"모란로 33 (수진동, 흥일빌라)","2014","4","37.436232 ","127.127273 ",2025-11-12,0.70
"473",경기도 성남시,수정구,수진2동,수정수진2-A-18,수진2동 3822번지,성남대로1210번길 14 (수진동),"2014","5","37.437989 ","127.129641 ",2025-11-12,0.70
"474",경기도 성남시,수정구,수진2동,수정수진2-A-19,수진2동 4347번지,제일로123번길 9 (수진동),"2014","5","37.436791 ","127.132658 ",2025-11-12,0.70
"475",경기도 성남시,수정구,수진2동,수정수진2-A-20,수진2동 4786번지,모란로 11 (수진동),"2014","4","37.434512 ","127.127645 ",2025-11-12,0.70
"476",경기도 성남시,수정구,수진2동,수정수진2-A-21,수진2동 4615번지,,"2014","4","37.435584 ","127.127816 ",2025-11-12,0.70
"477",경기도 성남시,수정구,수진2동,수정수진2-A-22,수진2동 3604번지,성남대로1180번길 9 (수진동),"2013","5","37.437283 ","127.131372 ",2025-11-12,0.70
"478",경기도 성남시,수정구,수진2동,수정수진2-A-23,수진2동 4690-29번지,,"2015","5","37.439870 ","127.120530 ",2025-11-12,0.70
"479",경기도 성남시,수정구,수진2동,수정수진2-A-24,수진2동 3258번지,수정로88번길 16-1 (수진동),"2016","5","37.439050 ","127.130760 ",2025-11-12,0.70
"480",경기도 성남시,수정구,수진2동,수정수진2-A-25,수진2동 3773번지,성남대로1210번길 18-14 (수진동),2017-11,"5","37.437510 ","127.130250 ",2025-11-12,0.70
"481",경기도 성남시,수정구,수진2동,수정수진2-A-26,수진2동 3041번지,수정남로 6 (수진동),2017-12,"5","37.439160 ","127.128880 ",2025-11-12,0.70
"482",경기도 성남시,수정구,수진2동,수정수진2-A-27,수진2동 2937번지,제일로157번길 14 (수진동),2017-12,"5","37.440010 ","127.130410 ",2025-11-12,0.70
"483",경기도 성남시,수정구,수진2동,수정수진2-A-28,수진2동 4240번지,성남대로1194번길 16-13 (수진동),2018-07,"5","37.436150 ","127.130490 ",2025-11-12,0.70
"484",경기도 성남시,수정구,수진2동,수정수진2-A-29,수진2동 3888번지,성남대로1194번길 11-1 (수진동),2018-07,"5","37.436660 ","127.129800 ",2025-11-12,0.70
"485",경기도 성남시,수정구,수진2동,수정수진2-A-30,수진2동 2954번지,수정남로 29 (수진동),2019-04,"5","37.439860 ","127.131230 ",2025-11-12,0.70
"486",경기도 성남시,수정구,수진2동,수정수진2-A-31,수진2동 4507번지,제일로101번길 12 (수진동),2019-09,"3","37.435510 ","127.133020 ",2025-11-12,0.70
"487",경기도 성남시,수정구,수진2동,수정수진2-A-32,수진2동 4523번지,성남대로1180번길 6 (수진동),2019-09,"6","37.435110 ","127.129250 ",2025-11-12,0.70
"488",경기도 성남시,수정구,수진2동,수정수진2-A-33,수진2동 3078번지,성남대로1210번길 11-18 (수진동),2019-09,"5","37.438670 ","127.129520 ",2025-11-12,0.70
"489",경기도 성남시,수정구,수진2동,수정수진2-A-34,수진2동 3709번지,제일로137번길 21-1,2019-12,"5","37.438203 ","127.130419 ",2025-11-12,0.70
"490",경기도 성남시,수정구,수진2동,수정수진2-A-35,수진2동 3596번지,수정로88번길 25,2019-12,"5","37.438410 ","127.131141 ",2025-11-12,0.70
"491",경기도 성남시,수정구,수진2동,수정수진2-A-36,수진2동 3396번지,제일로 139,2019-12,"5","37.438916 ","127.132612 ",2025-11-12,0.70
"492",경기도 성남시,수정구,수진2동,수정수진2-A-37,수진2동 3388-1번지,제일로147번길 5-12,2019-12,"3","37.439135 ","127.132010 ",2025-11-12,0.70
"493",경기도 성남시,수정구,수진2동,수정수진2-A-38,수진2동 3380번지,제일로147번길 8,2019-12,"3","37.439526 ","127.131593 ",2025-11-12,0.70
"494",경기도 성남시,수정구,수진2동,수정수진2-A-39,수진2동 3344번지,수정남로28번길 6-1,2019-12,"2","37.439347 ","127.131247 ",2025-11-12,0.70
"495",경기도 성남시,수정구,수진2동,수정수진2-A-40,수진2동 3314번지,수정남로26번길 10,2019-12,"5","37.439142 ","127.131146 ",2025-11-12,0.70
"496",경기도 성남시,수정구,수진2동,수정수진2-A-41,수진2동 3300번지,수정남로24번길 7,2019-12,"2","37.439168 ","127.130981 ",2025-11-12,0.70
"497",경기도 성남시,수정구,수진2동,수정수진2-A-42,수진2동 3227번지,수정남로22번길 10,2019-12,"2","37.438824 ","127.130687 ",2025-11-12,0.70
"498",경기도 성남시,수정구,수진2동,수정수진2-A-43,수진2동 3215번지,수정남로20번길 9,2019-12,"4","37.438924 ","127.130489 ",2025-11-12,0.70
"499",경기도 성남시,수정구,수진2동,수정수진2-A-44,수진2동 3116번지,수정로74번길 17-14,2019-12,"5","37.438701 ","127.129754 ",2025-11-12,0.70
"500",경기도 성남시,수정구,수진2동,수정수진2-A-45,수진2동 4808번지,탄리로16번길 11,2019-12,"6","37.434040 ","127.129940 ",2025-11-12,0.70
"501",경기도 성남시,수정구,수진2동,수정수진2-A-46,수진2동 4668-7번지,산성대로241번길 16,2019-12,"5","37.437860 ","127.125180 ",2025-11-12,0.70
"502",경기도 성남시,수정구,수진2동,수정수진2-A-47,수진동 4604,수정로56번길 21,2020-07,"5","37.437583 ","127.127196 ",2025-11-12,0.70
"503",경기도 성남시,수정구,수진2동,수정수진2-A-48,수진2동4762-18,산성대로63번길 5,2020-07,"2","37.433512 ","127.126112 ",2025-11-12,0.70
"504",경기도 성남시,수정구,수진2동,수정수진2-A-49,수진2동4339,제일로123번길 21-14,2020-07,"4","37.436404 ","127.131263 ",2025-11-12,0.70
"505",경기도 성남시,수정구,수진2동,수정수진2-A-50,수진2동 4077(임대),산성대로97번길 23,2020-12,"3","37.436112 ","127.129472 ",2025-11-12,0.70
"506",경기도 성남시,수정구,수진2동,수정수진2-A-51,수진2동 2971,성남대로1226번길 13,2021-06,"4","37.439753 ","127.129430 ",2025-11-12,0.70
"507",경기도 성남시,수정구,수진2동,수정수진2-A-52,수진2동 4511-1,산성대로 111,2021-10,"4","37.434340 ","127.131120 ",2025-11-12,0.70
"508",경기도 성남시,수정구,수진2동,수정수진2-A-53,수진2동 4509,제일로109번길 13,2021-10,"3","37.434700 ","127.132470 ",2025-11-12,0.70
"509",경기도 성남시,수정구,수진2동,수정수진2-A-54,수진동 산 41-3,,2021-12,"4","37.436450 ","127.126410 ",2025-11-12,0.70
"510",경기도 성남시,수정구,수진2동,수정수진2-A-55,수진동 산 41-3,,2021-12,"5","37.435910 ","127.125390 ",2025-11-12,0.70
"511",경기도 성남시,수정구,수진2동,수정수진2-A-56,수진동 산 41-3,,2021-12,"4","37.435480 ","127.125040 ",2025-11-12,0.70
"512",경기도 성남시,수정구,수진2동,수정수진2-A-57,수진2동 4206,성남대로1194번길 14-15,2021-12,"3","37.436220 ","127.130230 ",2025-11-12,0.70
"513",경기도 성남시,수정구,수진2동,수정수진2-A-58,수진2동 3984,수정남로4번길 15,2021-12,"5","37.437790 ","127.128720 ",2025-11-12,0.70
"514",경기도 성남시,수정구,수진2동,수정수진2-A-59,수진2동 3492,수정남로30번길 24,2021-12,"5","37.438030 ","127.132060 ",2025-11-12,0.70
"515",경기도 성남시,수정구,수진2동,수정수진2-A-60,수진2동 4588,,2022-04,"3","37.436541 ","127.128140 ",2025-11-12,0.70
"516",경기도 성남시,수정구,수진2동,수정수진2-A-61,수진2동 4595-8번지,성남시 수정구 성남대로1209번길 3-10,2022-07,"3","37.437310 ","127.127600 ",2025-11-12,0.70
"517",경기도 성남시,수정구,수진2동,수정수진2-A-62,수진2동 3991번지,성남시 수정구 성남대로1194번길 3,2022-07,"5","37.436510 ","127.128980 ",2025-11-12,0.70
"518",경기도 성남시,수정구,수진2동,수정수진2-A-63,수진2동 4761번지,성남시 수정구 산성대로 65,2022-07,"4","37.433280 ","127.126410 ",2025-11-12,0.70
"519",경기도 성남시,수정구,수진2동,수정수진2-A-64,수진2동 4763-1번지,성남시 수정구 산성대로 69번길 9,2022-07,"5","37.434170 ","127.126670 ",2025-11-12,0.70
"520",경기도 성남시,수정구,수진2동,수정수진2-A-65,수진2동 산41-3번지,,2022-07,"4","37.435360 ","127.125780 ",2025-11-12,0.70
"521",경기도 성남시,수정구,수진2동,수정수진2-A-66,수진2동 산41-3번지,,2022-07,"5","37.436200 ","127.125230 ",2025-11-12,0.70
"522",경기도 성남시,수정구,수진2동,수정수진2-A-67,수진2동 4749-8번지,,2022-07,"4","37.436660 ","127.124360 ",2025-11-12,0.70
"523",경기도 성남시,수정구,수진2동,수정수진2-A-68,수진2동 4496,제일로109번길 11,2022-07,"4","37.436090 ","127.132700 ",2025-11-12,0.70
"524",경기도 성남시,수정구,수진2동,수정수진2-A-69,수진2동 4690-18,,2022-08,"5","37.440002 ","127.120299 ",2025-11-12,0.70
"525",경기도 성남시,수정구,수진2동,수정수진2-A-70,수진2동 4682-4,,2022-08,"3","37.439689 ","127.121970 ",2025-11-12,0.70
"526",경기도 성남시,수정구,수진2동,수정수진2-A-71,수진2동 3006,성남대로 1226,2022-12,"4","37.439196 ","127.128098 ",2025-11-12,0.70
"527",경기도 성남시,수정구,수진2동,수정수진2-A-72,수진2동 4538,,2023-02,"4","37.439497 ","127.127527 ",2025-11-12,0.70
"528",경기도 성남시,수정구,수진2동,수정수진2-A-73,수진2동 4660,모란로 69,2023-06,"5","37.439443 ","127.125773 ",2025-11-12,0.70
"529",경기도 성남시,수정구,수진2동,수정수진2-A-74,수진2동 4518,,2023-09,"4","37.434118 ","127.129557 ",2025-11-12,0.70
"530",경기도 성남시,수정구,수진2동,수정수진2-A-75,수진2동 2946-1,제일로 155,2023-06,"5","37.440408 ","127.131902 ",2025-11-12,0.70
"531",경기도 성남시,수정구,수진2동,수정수진2-A-76,수진2동 4567,성남대로1221번길 7,2024-10,"5","37.438781 ","127.126957 ",2025-11-12,0.70
"532",경기도 성남시,수정구,단대동,수정단대-A-1,단대동 80번지,,"2010","3","37.452708 ","127.157240 ",2025-11-12,0.70
"533",경기도 성남시,수정구,단대동,수정단대-A-2,단대동 75번지,단대로 30 (단대동),"2010","4","37.452664 ","127.158199 ",2025-11-12,0.70
"534",경기도 성남시,수정구,단대동,수정단대-A-3,단대동 192번지,희망로518번길 8 (단대동),"2010","4","37.450467 ","127.153202 ",2025-11-12,0.70
"535",경기도 성남시,수정구,단대동,수정단대-A-4,단대동 110-1번지,산성대로429번길 3-1 (단대동),"2010","4","37.450254 ","127.158494 ",2025-11-12,0.70
"536",경기도 성남시,수정구,단대동,수정단대-A-5,단대동 94-3번지,단대로3번길 6 (단대동),"2010","4","37.451730 ","127.159150 ",2025-11-12,0.70
"537",경기도 성남시,수정구,단대동,수정단대-A-6,단대동 62번지,논골로11번길 8-3 (단대동),"2012","5","37.455876 ","127.159476 ",2025-11-12,0.70
"538",경기도 성남시,수정구,단대동,수정단대-A-7,단대동 71-8번지,산성대로475번길 15-1 (단대동),"2016","4","37.454620 ","127.158980 ",2025-11-12,0.70
"539",경기도 성남시,수정구,단대동,수정단대-A-8,단대동 1-10번지,"수정로466번길 23 (단대동, 썬맨션)",2017-12,"4","37.462400 ","127.158970 ",2025-11-12,0.70
"540",경기도 성남시,수정구,단대동,수정단대-A-9,단대동 56-1번지,논골로 33 (단대동),2017-12,"5","37.457020 ","127.159270 ",2025-11-12,0.70
"541",경기도 성남시,수정구,단대동,수정단대-A-10,단대동 40-5번지,"논골로61번길 26-1 (단대동, 정성빌라)","2010","4","37.458593 ","127.155577 ",2025-11-12,0.70
"542",경기도 성남시,수정구,단대동,수정단대-A-11,단대동 163-1번지,산성대로405번길 5 (단대동),"2010","5","37.448437 ","127.157432 ",2025-11-12,0.70
"543",경기도 성남시,수정구,단대동,수정단대-A-12,단대동 129번지,희망로506번길 21 (단대동),"2011","5","37.449600 ","127.155440 ",2025-11-12,0.70
"544",경기도 성남시,수정구,단대동,수정단대-A-13,단대동 45번지,논골로53번길 17-3 (단대동),"2011","3","37.458185 ","127.157636 ",2025-11-12,0.70
"545",경기도 성남시,수정구,단대동,수정단대-A-14,단대동 10번지,논골로 79 (단대동),"2013","4","37.461307 ","127.157965 ",2025-11-12,0.70
"546",경기도 성남시,수정구,단대동,수정단대-A-15,단대동 13-1번지,"논골로69번길 7 (단대동, 신우빌라)","2013","3","37.459809 ","127.157461 ",2025-11-12,0.70
"547",경기도 성남시,수정구,단대동,수정단대-A-16,단대동 180번지,산성대로 377 (단대동),"2014","5","37.446555 ","127.156936 ",2025-11-12,0.70
"548",경기도 성남시,수정구,단대동,수정단대-A-17,단대동 6-10번지,수정로466번길 8 (단대동),"2014","4","37.462235 ","127.157216 ",2025-11-12,0.70
"549",경기도 성남시,수정구,단대동,수정단대-A-18,단대동 77번지,단대로 30 (단대동),"2014","4","37.452977 ","127.156487 ",2025-11-12,0.70
"550",경기도 성남시,수정구,단대동,수정단대-A-19,단대동 129번지,희망로506번길 21 (단대동),"2014","4","37.449050 ","127.155360 ",2025-11-12,0.70
"551",경기도 성남시,수정구,단대동,수정단대-A-20,단대동 100-1,,"2014","4","37.448750 ","127.155830 ",2025-11-12,0.70
"552",경기도 성남시,수정구,단대동,수정단대-A-21,단대동 46-7번지,"논골로47번길 8 (단대동, 금골주택)","2015","5","37.457801 ","127.158054 ",2025-11-12,0.70
"553",경기도 성남시,수정구,단대동,수정단대-A-22,단대동 112-4번지,산성대로419번길 4 (단대동),"2015","5","37.449467 ","127.158474 ",2025-11-12,0.70
"554",경기도 성남시,수정구,단대동,수정단대-A-23,단대동 164-1번지,,"2016","5","37.448280 ","127.157300 ",2025-11-12,0.70
"555",경기도 성남시,수정구,단대동,수정단대-A-24,단대동 45-2번지,"논골로53번길 17 (단대동, 라인빌라)",2017-12,"4","37.458270 ","127.156610 ",2025-11-12,0.70
"556",경기도 성남시,수정구,단대동,수정단대-A-25,단대동 162-10번지,산성대로405번길 3-1 (단대동),2017-12,"3","37.448310 ","127.157680 ",2025-11-12,0.70
"557",경기도 성남시,수정구,단대동,수정단대-A-26,단대동 162-6번지,희망로464번길 28 (단대동),2017-12,"5","37.447820 ","127.157480 ",2025-11-12,0.70
"558",경기도 성남시,수정구,단대동,수정단대-A-27,단대동 171-2번지,,2017-12,"4","37.447670 ","127.157130 ",2025-11-12,0.70
"559",경기도 성남시,수정구,단대동,수정단대-A-28,단대동 176-1번지,희망로466번길 17 (단대동),2017-12,"5","37.447300 ","127.156940 ",2025-11-12,0.70
"560",경기도 성남시,수정구,단대동,수정단대-A-29,단대동 181번지,희망로464번길 3 (단대동),2017-12,"4","37.446120 ","127.155870 ",2025-11-12,0.70
"561",경기도 성남시,수정구,단대동,수정단대-A-30,단대동 177번지,산성대로383번길 14 (단대동),2017-12,"4","37.447160 ","127.156320 ",2025-11-12,0.70
"562",경기도 성남시,수정구,단대동,수정단대-A-31,단대동 167-1번지,희망로466번길 23-7 (단대동),2017-12,"4","37.447830 ","127.156730 ",2025-11-12,0.70
"563",경기도 성남시,수정구,단대동,수정단대-A-32,단대동 167-14번지,산성대로383번길 20-5 (단대동),2017-12,"3","37.447770 ","127.156320 ",2025-11-12,0.70
